"ID","Description","Gravity","Urgency","Trend","Type","Redirection","Local","Category"
"1797","Resto de madeiras entulhadas próximo ao centro de vivência.","2","2","2","1","2","US CSN","4"
"1798","Bomba de diafragma de transferência de emulsão da carreta para o tanque estourou o seu diafragma, sendo impossível o seu funcionamento.","0","0","0","0","0","US CSN","0"
"1799","mega mineração bacana com muito mataco","2","3","2","2","2","OPERAÇÕES -  PERNAMBUCO","9"
"1800","perfuratriz furando a bancada causando atraso no carregamento do fogo","2","2","2","1","2","OPERAÇÕES -  CEZARINA","9"
"1801","Placa de aviso de detonação do cliente Votorantim Cimentos Edealina danificada e com visibilidade ruim. _x000d_
_x000d_
Alinhado com cliente para fazer manutenção e evitar Possível autuação do Exército.","2","2","2","2","2","OPERAÇÕES -  CEZARINA","4"
"1802","Brita fornecido no dia do carregamento no cliente Votorantim Cimentos Edealina. _x000d_
_x000d_
Foi alinhado para cliente fornecer no dia anterior ao desmonte","2","2","1","1","2","OPERAÇÕES -  CEZARINA","9"
"1803","Enviado material Detonador Eletrônico de 6m para Bancada de 12m. Desmonte na Votorantim Cimentos Edealina. _x000d_
_x000d_
Expedição sempre conferir pedido de faturamento com Plano de Fogo previsto para evitar erro.","2","3","2","1","2","OPERAÇÕES -  CEZARINA","9"
"1804","colaborador usando epi irregular não está usando Corretamente","2","2","2","1","1","MATRIZ - PLANTA EMULSAO ENCARTUCHADA","2"
"1805","Perfuratriz realizando perfuração no dia do desmonte, atrasando o início do carregamento. _x000d_
_x000d_
Alinhar com cliente para não deixar maquinaria em cima da bancada no dia do desmonte.  Será iniciado carregamento após a saída do equipamento.","2","2","2","1","2","OPERAÇÕES -  CEZARINA","9"
"1806","maquinário (rompedor) debaixo da bancada que irá ser carregada","2","3","2","1","2","OPERAÇÕES -  CEZARINA","9"
"1807","Foi indentificar o muita lama no acesso onde a carreta de emulsão irá passar com risco de atolar e tombamento._x000d_
Ação imediata: Foi comunicado a supervisão de mina uma Patrol para estar fazendo uma melhoria no acesso.","3","3","2","2","2","US MOSAIC CAJATI","6"
"1808","Desvio: Cone atrapalhando a passagem, fora do lugar correto._x000d_
_x000d_
Ação: O cone foi colocado no lugar correto, para melhor sinalização e não atrapalhar a passagem.","1","1","1","2","2","US MOSAIC CATALAO","4"
"1809","Desvio no Paiol , Mangueira sem local específico, Matos aonde fica o Extintor e telas em local apropriados e perto das lixeiras.","2","3","2","1","2","US NEXA ARIPUANA","4"
"1810","Vento forte derrubou placa de sinalização na área de destruição das embalagens.","2","2","1","2","2","US VANADIO","4"
"1811","Leira na área da mina sem sinalização.","2","3","2","1","2","US VANADIO","4"
"1812","caminhão estacionado de forma incorreta","2","2","2","1","2","CD PARANA","9"
"1813","Máquina quebrada próximo ao desmonte, não está respeitando os 300m. Cliente ciente.","2","3","2","1","2","OPERAÇÕES -  JARDINOPOLIS","9"
"1814","Acúmulo de poeira, na frente de carregamento! proveniente da aplicação de concreto projeto.","2","2","2","2","2","US METRO LINHA 6 SP","4"
"1815","Poste na área industrial com ancoragem de sustentação incorreta.","3","3","3","2","1","CD PARANA","0"
"1816","container enaex Brasil com o piso perfurado","2","3","2","2","2","US AURIZONA","4"
"1817","teste","0","0","0","0","0","CD PARANA","0"
"1818","Booster caiu acidentalmente no furo.","2","2","1","1","2","US MOSAIC TAPIRA","9"
"1819","Rolando blocos de talude cava do piaba","3","3","2","2","2","US AURIZONA","6"
"1820","veiculo de empresa terceira com faróis desligado responsabilidade do cliente","2","2","2","1","2","US AURIZONA","9"
"1821","container com mal contado devido a instalações elétricacas","2","2","2","2","2","US AURIZONA","4"
"1822","Balde em local impróprio, fora do local adequado, fugindo da qualidade do 5S._x000d_
foi solicitado a presença do responsável do local e desvios solucionado.","2","2","1","1","2","US COLOMI IRON","4"
"1823","Caminhonete estacionada sem rota de fuga no plano de carregamento.","2","3","2","1","2","US VALE VERDE","9"
"1824","Durante a auditoria foi observado que a rampa de acesso a bancada estava irregular._x000d_
Ação Solicitado a pá carregadeira regularizar o acesso (Realizado de imediato)","2","2","2","2","2","US SAO MATHEUS","6"
"1825","Durante auditoria foi observado que fiscal do cliente adentrou a área de carregamento de fogo sem autorização._x000d_
Ação abordado o mesmo orientado e depois de assinado a lista de envolvidos na atividades foi liberado para acessar a área acompanhado do Técnico em Segurança.","2","2","1","1","2","US SAO MATHEUS","9"
"1826","área de passagem do restaurante Pará o prédio/estacionamento, na faixa de pedestres e toda escura a noite, não tem visibilidade devido ao totem e árvores,  difícil passar ali","3","2","2","2","3","MATRIZ - RESTAURANTE","6"
"1827","Fio exposto na área de RH. Podendo causar tropeços de transeuntes ou da pessoa que estiver sentada à mesa da foto","2","1","1","2","3","MATRIZ - RECURSOS HUMANOS","4"
"1828","caixa passagem do painel elétrico sem tampa em frente ao depósito de big bags!","2","2","1","2","1","FILIAL ESCADA","4"
"1829","accesso do paiol rampa precisando de melhorias","3","3","2","2","2","US AURIZONA","6"
"1830","Operador de UMB retirando amostra de emulsão sem luva de proteção.","3","3","2","1","2","US VALE VERDE","9"
"1831","armário todos enferrujados!","2","2","2","2","2","US AURIZONA","4"
"1832","animais no canteiro de obras. risco acidente","2","2","2","2","2","US CONTORNO DE FLORIANOPOLIS","6"
"1833","Visitante abordado sem protetor auricular, feita ação imediata","2","2","1","1","1","MATRIZ - GERÊNCIA INDUSTRIAL","2"
"1834","teste","0","0","0","0","0","CD PARANA","0"
"1835","Logo após sinalizamos a área, antes de iniciarmos a operação de carregamento, um condutor da contratada Fagundes manobrou sua caminhonete sobre um dos nossos cones vindo a destruí-lo.","2","2","2","1","2","US SIGMA LITHIUM","6"
"1836","container enaex Brasil com o piso perfurado","0","0","0","0","0","US AURIZONA","0"
"1837","Pessoal andando sem jugular.","2","2","2","1","1","MATRIZ - PLANTA EMULSAO ENCARTUCHADA","2"
"1838","contener com buraco no piso e outro com vazamentos na parte superior...","2","3","2","2","2","US AURIZONA","4"
"1839","calha em mal estado","2","2","2","2","2","US MANGANES","4"
"1840","Conexão da saída de emulsão da EBE apresentando TACN","3","3","2","2","2","US VALE VERDE","11"
"1841","acesso do paiol , precisando de melhorias para o tráfego de veículos,  acesso esburacado risco eminente.","3","3","2","2","2","US AURIZONA","6"
"1842","veiculo estacionado com a porta traseira do lado esquerdo aberto.","2","2","2","1","2","US SIGMA LITHIUM","9"
"1843","extintor achado no ponto de cerco de área,empresa responsável pelo mesmo foi chamada pra recolher o extintor","2","2","1","1","2","US MOSAIC TAPIRA","4"
"1844","vala entre pistas aberta, local sem identificação","2","3","2","1","2","US CONTORNO DE FLORIANOPOLIS","4"
"1845","cabo do aterramento do trocado de calor se encontra solto! perto do Blende","2","3","2","2","1","FILIAL ESCADA","9"
"1846","pista sem acostamento, sem identificação.","2","3","2","2","2","US CONTORNO DE FLORIANOPOLIS","6"
"1847","animais na pista. risco atropelamento/acidente","2","2","2","2","2","US CONTORNO DE FLORIANOPOLIS","6"
"1848","operador manutenção elétrica realizando inspeção de sensor de nível do tanque emulsão granel PRD 307 sem utilizar luva. o mesmo foi orientado.","2","2","2","1","1","MATRIZ - PLANTA EMULSAO BOMBEADA IBQ","2"
"1849","máquina não foi retirada. Cliente ciente","2","2","2","1","2","OPERAÇÕES -  JARDINOPOLIS","9"
"1850","o container da Enaex na parte elétrica sofreu um curto-circuito. foi enviado um e-mail para o cliente para solucionar o problema. e ainda não foi resolvido. responsabilidade do cliente.","2","3","2","2","2","US AURIZONA","4"
"1851","falta de identificação e sinalização de rotas de fulga e sistema de emergência contra incêndio na sala 3 da unidade Mosaic Tapira._x000d_
comentado ao técnico de segurança responsável pela área.","2","2","2","2","2","US MOSAIC TAPIRA","4"
"1852","banheiro masculino do cliente com goteiras","2","2","2","2","2","US AURIZONA","4"
"1853","lança da perfuratriz em local inadequado","2","2","2","1","2","US CIPLAN","4"
"1854","Colaborador parceiro fazendo uso incociente de celular","3","2","2","1","2","CD PARANA","6"
"1855","Caminhonete sem a utilização de calço.","2","2","2","1","2","US VALE VERDE","9"
"1856","teste","0","0","0","0","0","CD PARANA","0"
"1857","Piso molhado com risco de queda, corrigido imediatamente","2","2","1","2","1","MATRIZ - GERÊNCIA INDUSTRIAL","6"
"1858","containes dos colaboradores enaex,  precisando de reforma no piso, rachaduras contínuas.","2","2","2","2","2","US AURIZONA","4"
"1859","Extintor da caminhonete F4000 está vazio, trazendo risco em uma situação de emergência .","3","4","3","2","2","US CONTORNO DE FLORIANOPOLIS","2"
"1860","Tropeço na madeira que protegia a canaleta quebrada, Canaleta já foi substituída!","2","2","1","2","1","MATRIZ - PLANTA ESPOLETA TEMPORIZADA","4"
"1861","Operador terceiro Monopólio fora do caminho seguro. Abordado imediatamente.","2","2","1","1","1","MATRIZ - GERÊNCIA INDUSTRIAL","6"
"1862","olha aí o diretor da mina toda errado em cima da leira e ainda sem os EPIs","3","3","2","1","2","US COLOMI IRON","2"
"1863","","0","0","0","0","0","OPERAÇÕES -  CEZARINA","0"
"1865","Votorantim Santa Isabel _x000d_
Banco inrregular, desnvolvimento _x000d_
atençao com carregamentos dos furos.","3","3","2","2","2","OPERAÇÕES -  SÃO PAULO","6"
"1866","construção de caminho seguro entre Booster e DCQ","2","3","2","2","1","MATRIZ - CONTROLE DE QUALIDADE","6"
"1867","risco eminente de queda de blocos e a bancada é localizada na parte abaixo","3","3","2","2","2","US AURIZONA","6"
"1868","","0","0","0","0","0","MATRIZ - EXCELÊNCIA OPERACIONAL","0"
"1869","Colaborador da empresa Soreluz estava sem capacete em área fabril.","2","3","2","1","1","MATRIZ - PLANTA EMULSAO BOMBEADA IBQ","2"
"1870","vestiário masculino a 3 dias sem iluminação, onde está o pessoal da elétrica","2","2","2","2","3","MATRIZ - LAVANDERIA","4"
"1871","Ferramentas sem etiquetagem de cores.","2","3","2","1","1","MATRIZ - MANUT. INDUSTRIAL","9"
"1872","praça de carregamento na cava central, com sinalização ineficiente. faltava placa de advertência. realizado ver e agir com a equipe.","2","2","1","1","2","US MARACA","4"
"1873","polígono R6A 046 010 situação de risco observado talude com risco de queda de material em cima do polígono da praça de carregamento avisei ao meu supervisor pra o mesmo comunicar ao supervisor da ATN sobre essa situação de risco com queda de material","3","3","2","2","2","US ATLANTIC NICKEL","6"
"1874","caminhonete da Fagundes 281 com farol queimado lado esquerdo avisei via rádio pra o motorista que a mesma tava queimada","2","3","2","2","2","US ATLANTIC NICKEL","11"
"1875","polígono R6A 058 010 acesso ruim prá nossas UMB chegar pra dar início ao carregamento com risco de quebrar nossos equipamento","3","3","2","2","2","US ATLANTIC NICKEL","6"
"1876","caminhonete da Fagundes 281 com farol queimado lado esquerdo avisei via rádio pra o motorista que a mesma tava queimada","0","0","0","0","0","US ATLANTIC NICKEL","0"
"1877","CB 163 da empresa ReD com lanterna lado esquerdo queimado e quebrada avisei via rádio pra o motorista","2","3","2","2","2","US ATLANTIC NICKEL","11"
"1878","Pacote de bolacha jogado no Jardim_x000d_
_x000d_
O mesmo foi recolhido e descartado em lugar correto","2","2","1","1","2","US MOSAIC CATALAO","4"
"1879","ciclista rodovia. área sem sinalização","0","0","0","0","0","US CONTORNO DE FLORIANOPOLIS","0"
"1880","Corrente de sinalização da canaleta da fábrica caída no chão.  Após o registro foi corrigido o desvio.","2","2","1","2","2","US SOSSEGO","4"
"1881","hoje 14/02, por volta das 8:00, na entrada da portaria principal, fui surpreendido por uma camioneta toro escura que cortou minha frente para adentrar a Enaex, condutora era uma mulher, a mesma se dirigiu para o refeitório.","3","2","2","1","3","MATRIZ - PORTARIA","6"
"1882","sinalização da rampa caída","2","2","1","2","2","US SOSSEGO","4"
"1883","Furos de repasse polígono M1_200_001a, sem condições de carregamento.","2","2","2","2","2","US SOSSEGO","9"
"1884","totibin no local sem sinalização","2","2","1","1","2","US SOSSEGO","4"
"1885","Pontalete caído, estacionamento pesado próximo ao pátio de manutenção escavadeira.","2","2","1","2","2","US SOSSEGO","4"
"1886","Condições críticas dos acessos dentro do polígono M1_200_001a.","3","3","2","2","2","US SOSSEGO","6"
"1887","Avore caída no acesso seguro na entrada da fábrica.","2","3","2","2","2","US SOSSEGO","4"
"1888","pontale  caído","2","2","1","2","2","US SOSSEGO","4"
"1889","Furos de pequeno diâmetro com bloco na boca, no polígono M1_200_001a.","2","3","2","1","2","US SOSSEGO","9"
"1890","matéria de sinalização caído","2","2","2","1","2","US SOSSEGO","4"
"1891","placa de sinalização caminho seguro, próximo ao setor pista.","2","2","1","2","2","US SOSSEGO","4"
"1892","Impressora em condição anormal, fora do armário na sala de controles operacionais","1","1","1","1","0","US VALE CARAJAS","4"
"1893","placa de cerco de área p/ desmonte em local inadequado.","2","2","1","2","2","US SOSSEGO","4"
"1894","Pontalete do estacionamento caído","2","2","1","2","2","US SOSSEGO","4"
"1895","placa caída na leira em volta ao setor pista.","2","2","1","2","2","US SOSSEGO","4"
"1896","garrafa fora do coletor pátio de manutenção","2","2","2","1","2","US SOSSEGO","4"
"1897","Grade da canaleta da tenda da antiga oficina mecânica oferecendo risco de tropeço e queda de mesmo nível.","2","2","2","2","2","US VALE CARAJAS","6"
"1898","Sinalização de segurança do extintor de incêndio do CCM Vale necessitando ser revitalizada.","2","2","2","2","2","US VALE CARAJAS","4"
"1899","Extintor de incêndio sem sinalização de segurança no corredor de acesso ao banheiro masculino da área de vivência.","2","2","1","2","2","US VALE CARAJAS","4"
"1900","Estrutura sem sinalização de segurança com risco de incidente em estrutura a baixa altura no prédio do escritório administrativo.","2","2","1","2","2","US VALE CARAJAS","4"
"1901","Cone necessitando substituição devido não apresentar faixas refletivas de segurança na sua estrutura.","2","3","2","2","2","US VALE CARAJAS","2"
"1902","Extintor de incêndio sem sinalização de segurança no corredor de acesso ao banheiro masculino da área de vivência.","0","0","0","0","0","US VALE CARAJAS","0"
"1903","Colaborar descendo as escadas mexendo no celular","3","2","2","1","3","MATRIZ - PREDIO ADMINISTRATIVO","6"
"1904","Resíduos de produtos químicos no piso do estacionamento de UMB, caracterizando risco ambiental.","2","3","2","2","2","US VALE CARAJAS","4"
"1905","Em 05/06 no CD SP, foi registrado um colaborador Enaex abastecendo de água o caminhão bombeado, o mesmo se encontrava no trabalho em altura, em cima do caminhão sem utilizar os calços de segurança nos pneus. _x000d_
_x000d_
Foi orientado e o mesmo adequou a situação de imediato.","2","3","2","1","2","OPERAÇÕES -  SÃO PAULO","9"
"1906","Em 05/06 no CD SP, foi registrado um colaborador Enaex abastecendo de água o caminhão bombeado, o mesmo se encontrava no trabalho em altura, em cima do caminhão sem utilizar os calços de segurança nos pneus. _x000d_
_x000d_
Foi orientado e o mesmo adequou a situação de imediato.","2","2","1","1","2","OPERAÇÕES -  SÃO PAULO","9"
